sample_id,split,tier,family_id,filename,content,original_gold_level,original_gold_categories,original_ambiguity_flag,original_acceptable_alternative_levels,annotation_notes,pred_rules,pred_ml,pred_llm_small,pred_llm_mid,pred_llm_large,pred_hybrid,approaches_disagreeing_with_gold,llm_rationale_small,llm_rationale_mid,llm_rationale_large,disagreement_type,disagreement_type_code,taxonomy_ambiguity_flag,taxonomy_definitions_applicable,proposed_human_gold_level,proposed_human_gold_categories,proposed_ambiguity_flag,proposed_acceptable_alternative_levels,label_change_proposed,alternative_gold_if_taxonomy_clarified,reviewer_rationale,recommended_action,human_decision_required,priority,reviewer,human_decision,human_final_gold_level,human_final_gold_categories,human_final_ambiguity_flag,human_final_acceptable_alternative_levels,human_reviewer,human_review_date,human_comment
uc4-f01402e5c4,dev,T3,amb_customer_case_study_draft,Customer_Story_2028.docx,"DRAFT customer story - awaiting customer approval

Quillon Holdings reduced downtime by 26.1% after adopting our edge gateway. ""We expected a long rollout, but the team was live in weeks,"" said Gwendolyn Halvorsen, Senior Analyst at Quillon Holdings.
Marketing will publish once the customer signs off on the wording and the figures.
",CONFIDENTIAL,,TRUE,PUBLIC,"Intended for publication but awaiting the customer's approval, so not yet public. Public vs Confidential (Internal lies between); tie-break to the higher level.","INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.54,CONFIDENTIAL | - conf=high,CONFIDENTIAL | - conf=high,CONFIDENTIAL | - conf=medium,CONFIDENTIAL | - conf=high,ml,This is a non-public draft customer testimonial containing an identifiable customer and an unpublished performance metric; disclosure could harm customer relationships or the company’s marketing process.,"This appears to be non-public marketing content pending approval, so external disclosure could plausibly cause limited business harm. It contains no clearly regulated or special-category data.","This is a non-public draft customer marketing story pending customer approval, and it includes customer-specific performance claims. No listed sensitive data category clearly applies, but premature external disclosure could plausibly harm the organization or the customer relationship.",taxonomy_ambiguity,2,TRUE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization.",CONFIDENTIAL,,TRUE,PUBLIC;INTERNAL,FALSE,,"No approach disagrees with the gold (Confidential), but agreement is weak evidence here: the LLM prompt encodes the same ""choose the higher level"" tie-break that produced the gold. A customer story that is intended for publication but awaits customer approval can reasonably be Public (imminent release), Internal (ordinary marketing draft) or Confidential (unapproved customer figures). The recorded acceptable alternatives list only PUBLIC, although the tie-break is described for ADJACENT levels and PUBLIC to Confidential skips Internal.",Keep the gold. Optional metadata-only change (does not affect scoring): add INTERNAL to the acceptable alternative levels. HUMAN DECISION whether the tie-break applies across a two-rank gap.,TRUE,P3,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-f79ebb3064,dev,T3,amb_customer_case_study_draft,Customer_Story_2026.docx,"DRAFT customer story - awaiting customer approval

Bellhaven Software reduced downtime by 22.6% after adopting our insulin pump controller. ""We expected a long rollout, but the team was live in weeks,"" said Liam Grigoryan, Manager at Bellhaven Software.
Marketing will publish once the customer signs off on the wording and the figures.
",CONFIDENTIAL,,TRUE,PUBLIC,"Intended for publication but awaiting the customer's approval, so not yet public. Public vs Confidential (Internal lies between); tie-break to the higher level.","INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.46,CONFIDENTIAL | - conf=high,CONFIDENTIAL | - conf=high,CONFIDENTIAL | - conf=medium,CONFIDENTIAL | - conf=high,ml,"This is a non-public draft customer testimonial that names a customer and an individual and is explicitly marked as awaiting customer approval, so external disclosure could harm customer relationships or the company’s marketing process.","This appears to be a non-public draft marketing/customer story pending approval, so external disclosure could plausibly cause some business harm but it contains no clearly regulated or highly sensitive data categories.","This is a non-public draft marketing/customer-reference document with named customer-specific results pending approval, so external disclosure could plausibly harm the organization or the customer relationship. No listed sensitive data category is clearly present.",taxonomy_ambiguity,2,TRUE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization.",CONFIDENTIAL,,TRUE,PUBLIC;INTERNAL,FALSE,,"No approach disagrees with the gold (Confidential), but agreement is weak evidence here: the LLM prompt encodes the same ""choose the higher level"" tie-break that produced the gold. A customer story that is intended for publication but awaits customer approval can reasonably be Public (imminent release), Internal (ordinary marketing draft) or Confidential (unapproved customer figures). The recorded acceptable alternatives list only PUBLIC, although the tie-break is described for ADJACENT levels and PUBLIC to Confidential skips Internal.",Keep the gold. Optional metadata-only change (does not affect scoring): add INTERNAL to the acceptable alternative levels. HUMAN DECISION whether the tie-break applies across a two-rank gap.,TRUE,P3,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-1bc925570d,dev,T3,amb_research_paper_draft,Manuscript_Glacier.docx,"Draft manuscript - not yet submitted

Abstract. We propose a self-calibrating estimator for low-cost sensors and show that it reduces drift by 50.9% on a benchmark of 17 devices. The method requires no reference standard and runs on commodity hardware.
We plan to submit to a peer-reviewed venue once co-authors have approved the text.
",CONFIDENTIAL,INTELLECTUAL_PROPERTY,TRUE,INTERNAL,Unpublished research (IP) that is intended for publication. Level Internal vs Confidential; tie-break to Confidential.,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=0.51,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,ml,"This is an unpublished draft manuscript describing novel research and quantitative results, which qualifies as non-public Intellectual Property and warrants Confidential classification.","This is an unpublished research manuscript describing a novel method and results, which clearly fits Intellectual Property. Because it is not yet submitted or publicly released, external disclosure could harm the organization.","This is a non-public draft manuscript describing unpublished research results, which fits Intellectual Property. It is not yet submitted or publicly released, so Confidential is appropriate.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || INTELLECTUAL_PROPERTY (floor CONFIDENTIAL): Non-public descriptions of inventions, designs, research results and creative works owned by the organization, such as invention disclosures, draft patent claims and unpublished research. If the content is a secret proprietary process, prefer Trade Secret (they may co-occur). Does NOT apply: Published patent or journal paper; Public product documentation.",CONFIDENTIAL,INTELLECTUAL_PROPERTY,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-9ed0217a4e,dev,T3,amb_research_paper_draft,Paper_Draft_v1.docx,"Draft manuscript - not yet submitted

Abstract. We propose a self-calibrating estimator for low-cost sensors and show that it reduces drift by 47.3% on a benchmark of 25 devices. The method requires no reference standard and runs on commodity hardware.
We plan to submit to a peer-reviewed venue once co-authors have approved the text.
",CONFIDENTIAL,INTELLECTUAL_PROPERTY,TRUE,INTERNAL,Unpublished research (IP) that is intended for publication. Level Internal vs Confidential; tie-break to Confidential.,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=0.51,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,ml,"This is an unpublished draft describing novel research results (a new estimator and quantitative benchmark results), which is non-public intellectual property and should be treated as confidential.","This is an unpublished research draft describing a novel method and results, which clearly fits Intellectual Property. Because it is not yet submitted or publicly released, external disclosure could harm the organization but does not clearly rise to a highly confidential category.","This is an unpublished draft manuscript describing a novel method and research results, which fits Intellectual Property. Because it is non-public research content, external disclosure could plausibly harm the organization.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || INTELLECTUAL_PROPERTY (floor CONFIDENTIAL): Non-public descriptions of inventions, designs, research results and creative works owned by the organization, such as invention disclosures, draft patent claims and unpublished research. If the content is a secret proprietary process, prefer Trade Secret (they may co-occur). Does NOT apply: Published patent or journal paper; Public product documentation.",CONFIDENTIAL,INTELLECTUAL_PROPERTY,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-bea9a6819d,dev,T3,amb_research_paper_draft,Manuscript_Ironclad.docx,"Draft manuscript - not yet submitted

Abstract. We propose a self-calibrating estimator for low-cost sensors and show that it reduces drift by 41.7% on a benchmark of 37 devices. The method requires no reference standard and runs on commodity hardware.
We plan to submit to a peer-reviewed venue once co-authors have approved the text.
",CONFIDENTIAL,INTELLECTUAL_PROPERTY,TRUE,INTERNAL,Unpublished research (IP) that is intended for publication. Level Internal vs Confidential; tie-break to Confidential.,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=0.53,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,ml,"This is an unpublished draft describing a novel estimation method and experimental result, which qualifies as non-public intellectual property (unpublished research) and should be treated as Confidential.","This is an unpublished research manuscript describing a novel method and results, which clearly fits Intellectual Property. Because it is not yet submitted or publicly released, external disclosure could harm the organization or authors.",This is a non-public draft manuscript describing a novel method and unpublished research results. Such content fits Intellectual Property and warrants Confidential handling until publicly released.,genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || INTELLECTUAL_PROPERTY (floor CONFIDENTIAL): Non-public descriptions of inventions, designs, research results and creative works owned by the organization, such as invention disclosures, draft patent claims and unpublished research. If the content is a secret proprietary process, prefer Trade Secret (they may co-occur). Does NOT apply: Published patent or journal paper; Public product documentation.",CONFIDENTIAL,INTELLECTUAL_PROPERTY,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-ec594a3b79,dev,T3,amb_research_paper_draft,Paper_Draft_v5.docx,"Draft manuscript - not yet submitted

Abstract. We propose a self-calibrating estimator for low-cost sensors and show that it reduces drift by 58.8% on a benchmark of 24 devices. The method requires no reference standard and runs on commodity hardware.
We plan to submit to a peer-reviewed venue once co-authors have approved the text.
",CONFIDENTIAL,INTELLECTUAL_PROPERTY,TRUE,INTERNAL,Unpublished research (IP) that is intended for publication. Level Internal vs Confidential; tie-break to Confidential.,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=0.51,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,ml,"This is an unpublished draft describing a novel method and experimental results, which qualifies as non-public intellectual property (unpublished research).","This is an unpublished research draft describing a novel method and results, which clearly fits Intellectual Property. Because it is not yet submitted or publicly released, external disclosure could harm the organization but does not clearly rise to the highest tier.","This is a non-public draft manuscript describing a novel method and unpublished research results, which clearly fits Intellectual Property. Because the research is not yet public, external disclosure could plausibly harm the organization.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || INTELLECTUAL_PROPERTY (floor CONFIDENTIAL): Non-public descriptions of inventions, designs, research results and creative works owned by the organization, such as invention disclosures, draft patent claims and unpublished research. If the content is a secret proprietary process, prefer Trade Secret (they may co-occur). Does NOT apply: Published patent or journal paper; Public product documentation.",CONFIDENTIAL,INTELLECTUAL_PROPERTY,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-f6ef83564f,dev,T3,amb_research_paper_draft,Paper_Draft_v1.docx,"Draft manuscript - not yet submitted

Abstract. We propose a self-calibrating estimator for low-cost sensors and show that it reduces drift by 59.0% on a benchmark of 17 devices. The method requires no reference standard and runs on commodity hardware.
We plan to submit to a peer-reviewed venue once co-authors have approved the text.
",CONFIDENTIAL,INTELLECTUAL_PROPERTY,TRUE,INTERNAL,Unpublished research (IP) that is intended for publication. Level Internal vs Confidential; tie-break to Confidential.,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=0.50,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,ml,Unpublished research draft describing a novel estimator and experimental results; this is non-public intellectual property whose disclosure could harm the authors' competitive or publication interests.,"This is an unpublished draft describing novel research results and a proposed method, which clearly fits Intellectual Property. Because it is not yet submitted or publicly released, external disclosure could harm the organization but is not clearly severe.","This is non-public, unpublished research describing a novel method and results, which clearly fits Intellectual Property. Because it is still a draft pending submission and approval, external disclosure could plausibly harm the organization.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || INTELLECTUAL_PROPERTY (floor CONFIDENTIAL): Non-public descriptions of inventions, designs, research results and creative works owned by the organization, such as invention disclosures, draft patent claims and unpublished research. If the content is a secret proprietary process, prefer Trade Secret (they may co-occur). Does NOT apply: Published patent or journal paper; Public product documentation.",CONFIDENTIAL,INTELLECTUAL_PROPERTY,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-fcfbdb789f,dev,T3,amb_research_paper_draft,Manuscript_Fjord.docx,"Draft manuscript - not yet submitted

Abstract. We propose a self-calibrating estimator for low-cost sensors and show that it reduces drift by 21.8% on a benchmark of 9 devices. The method requires no reference standard and runs on commodity hardware.
We plan to submit to a peer-reviewed venue once co-authors have approved the text.
",CONFIDENTIAL,INTELLECTUAL_PROPERTY,TRUE,INTERNAL,Unpublished research (IP) that is intended for publication. Level Internal vs Confidential; tie-break to Confidential.,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=0.51,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,CONFIDENTIAL | INTELLECTUAL_PROPERTY conf=high,ml,"This is an unpublished draft manuscript describing original research and results (unpublished intellectual property), so it is non-public confidential material.","This is an unpublished draft manuscript describing a novel method and research results, which clearly fits non-public Intellectual Property. Because it is not yet submitted or publicly released, external disclosure could harm the organization or its publication strategy.","This is a non-public draft manuscript describing a novel method and unpublished results, which fits Intellectual Property. Because it is not yet submitted or publicly released, external disclosure could plausibly harm the organization.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || INTELLECTUAL_PROPERTY (floor CONFIDENTIAL): Non-public descriptions of inventions, designs, research results and creative works owned by the organization, such as invention disclosures, draft patent claims and unpublished research. If the content is a secret proprietary process, prefer Trade Secret (they may co-occur). Does NOT apply: Published patent or journal paper; Public product documentation.",CONFIDENTIAL,INTELLECTUAL_PROPERTY,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-312ecaca55,dev,T1,cred_ci_pipeline_token,azure-pipelines.yml,"name: deploy-Keystone
on: push
jobs:
  build:
    steps:
      - run: make build && ./scripts/package.sh --target North America
      - run: curl -H ""Authorization: Bearer dgtok_beab1df3c1761348e62a8a9f2d680032"" https://deploy.corp.example/api/release
",HIGHLY_CONFIDENTIAL,CREDENTIALS_SECRETS;SOURCE_CODE,FALSE,,Build logic (Source Code) that embeds a live-looking deploy token.,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS conf=strong,CONFIDENTIAL | SOURCE_CODE conf=0.51,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,rules;ml,"This pipeline YAML is non-public build/deploy configuration (source code) and embeds a live-looking bearer token, which is a credential/secret; disclosure would be highly sensitive.","This is non-public pipeline/build configuration, and it contains a live-looking bearer token. The embedded credential raises the classification to Highly Confidential.","The file is non-public build/deployment configuration and embeds a live-looking bearer token, so it contains both Source Code and Credentials / Secrets. The embedded secret raises the document to Highly Confidential.",genuine_model_error,3,FALSE,"HIGHLY_CONFIDENTIAL: Regulated data, credentials, or strategically critical information whose disclosure could cause severe legal, financial, competitive or personal harm. || SOURCE_CODE (floor CONFIDENTIAL): Non-public source code, queries, and build or configuration logic owned by the organization. Publicly licensed open-source code is NOT Source Code under this policy. Does NOT apply: Open-source code published under a public license; Code snippets in a public tutorial. || CREDENTIALS_SECRETS (floor HIGHLY_CONFIDENTIAL): Live-looking authentication material: passwords, API keys, tokens, private keys, and connection strings with embedded secrets. Does NOT apply: Placeholders such as YOUR_API_KEY_HERE; Code that reads a secret from an environment variable; Vendor-documented example keys; A description of the password-rotation policy.",HIGHLY_CONFIDENTIAL,CREDENTIALS_SECRETS;SOURCE_CODE,,,FALSE,,"A CI pipeline file with an embedded live-looking bearer token. The taxonomy defines SOURCE_CODE as ""non-public source code, queries, and build or configuration logic owned by the organization"", so build/deploy configuration is Source Code, and the token is CREDENTIALS_SECRETS. The gold is correct. The Rules stage detects the token but has no detector for pipeline YAML as code, so it misses SOURCE_CODE (level still correct). The ML model under-classifies four of the five to Confidential and misses the credential.",No label change. Rules recall gap for build/config files (already known).,FALSE,P3,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-577680a82a,dev,T1,cred_ci_pipeline_token,deploy-pipeline.yaml,"name: deploy-Kestrel
on: push
jobs:
  build:
    steps:
      - run: make build && ./scripts/package.sh --target APAC
      - run: curl -H ""Authorization: Bearer dgtok_0b1510ec384fb14a85933de2686313cd"" https://deploy.corp.example/api/release
",HIGHLY_CONFIDENTIAL,CREDENTIALS_SECRETS;SOURCE_CODE,FALSE,,Build logic (Source Code) that embeds a live-looking deploy token.,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS conf=strong,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS conf=0.50,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,rules;ml,This pipeline YAML is non-public source code and it embeds a live-looking bearer token (credential) quoted above; embedded secrets raise the classification to Highly Confidential.,This is a non-public deployment pipeline configuration and it embeds a live-looking bearer token. The credentials category raises the sensitivity to Highly Confidential.,This deployment pipeline contains non-public build/deploy configuration logic and an embedded live-looking bearer token. The secret makes the document Highly Confidential.,genuine_model_error,3,FALSE,"HIGHLY_CONFIDENTIAL: Regulated data, credentials, or strategically critical information whose disclosure could cause severe legal, financial, competitive or personal harm. || SOURCE_CODE (floor CONFIDENTIAL): Non-public source code, queries, and build or configuration logic owned by the organization. Publicly licensed open-source code is NOT Source Code under this policy. Does NOT apply: Open-source code published under a public license; Code snippets in a public tutorial. || CREDENTIALS_SECRETS (floor HIGHLY_CONFIDENTIAL): Live-looking authentication material: passwords, API keys, tokens, private keys, and connection strings with embedded secrets. Does NOT apply: Placeholders such as YOUR_API_KEY_HERE; Code that reads a secret from an environment variable; Vendor-documented example keys; A description of the password-rotation policy.",HIGHLY_CONFIDENTIAL,CREDENTIALS_SECRETS;SOURCE_CODE,,,FALSE,,"A CI pipeline file with an embedded live-looking bearer token. The taxonomy defines SOURCE_CODE as ""non-public source code, queries, and build or configuration logic owned by the organization"", so build/deploy configuration is Source Code, and the token is CREDENTIALS_SECRETS. The gold is correct. The Rules stage detects the token but has no detector for pipeline YAML as code, so it misses SOURCE_CODE (level still correct). The ML model under-classifies four of the five to Confidential and misses the credential.",No label change. Rules recall gap for build/config files (already known).,FALSE,P3,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-bfadb3a0f0,dev,T1,cred_ci_pipeline_token,.gitlab-ci.yml,"name: deploy-Indigo
on: push
jobs:
  build:
    steps:
      - run: make build && ./scripts/package.sh --target North America
      - run: curl -H ""Authorization: Bearer dgtok_8b562c4a9d1a2bb819945bacb6988c90"" https://deploy.corp.example/api/release
",HIGHLY_CONFIDENTIAL,CREDENTIALS_SECRETS;SOURCE_CODE,FALSE,,Build logic (Source Code) that embeds a live-looking deploy token.,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS conf=strong,CONFIDENTIAL | SOURCE_CODE conf=0.51,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,rules;ml,The CI configuration file contains a live-looking bearer token (a secret) and is a pipeline configuration script (source code).,"This is non-public CI/build configuration, which is Source Code, and it embeds a live-looking bearer token. The credentials content drives the classification to Highly Confidential.",This CI configuration is non-public build/configuration logic and includes a live-looking bearer token. The embedded secret raises the document to Highly Confidential.,genuine_model_error,3,FALSE,"HIGHLY_CONFIDENTIAL: Regulated data, credentials, or strategically critical information whose disclosure could cause severe legal, financial, competitive or personal harm. || SOURCE_CODE (floor CONFIDENTIAL): Non-public source code, queries, and build or configuration logic owned by the organization. Publicly licensed open-source code is NOT Source Code under this policy. Does NOT apply: Open-source code published under a public license; Code snippets in a public tutorial. || CREDENTIALS_SECRETS (floor HIGHLY_CONFIDENTIAL): Live-looking authentication material: passwords, API keys, tokens, private keys, and connection strings with embedded secrets. Does NOT apply: Placeholders such as YOUR_API_KEY_HERE; Code that reads a secret from an environment variable; Vendor-documented example keys; A description of the password-rotation policy.",HIGHLY_CONFIDENTIAL,CREDENTIALS_SECRETS;SOURCE_CODE,,,FALSE,,"A CI pipeline file with an embedded live-looking bearer token. The taxonomy defines SOURCE_CODE as ""non-public source code, queries, and build or configuration logic owned by the organization"", so build/deploy configuration is Source Code, and the token is CREDENTIALS_SECRETS. The gold is correct. The Rules stage detects the token but has no detector for pipeline YAML as code, so it misses SOURCE_CODE (level still correct). The ML model under-classifies four of the five to Confidential and misses the credential.",No label change. Rules recall gap for build/config files (already known).,FALSE,P3,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-c584e970c8,dev,T1,cred_ci_pipeline_token,.gitlab-ci.yml,"name: deploy-Harvest
on: push
jobs:
  build:
    steps:
      - run: make build && ./scripts/package.sh --target DACH
      - run: curl -H ""Authorization: Bearer dgtok_4ea44d38176bf1f4065d55316ca942b7"" https://deploy.corp.example/api/release
",HIGHLY_CONFIDENTIAL,CREDENTIALS_SECRETS;SOURCE_CODE,FALSE,,Build logic (Source Code) that embeds a live-looking deploy token.,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS conf=strong,CONFIDENTIAL | SOURCE_CODE conf=0.52,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=high,rules;ml,This CI configuration file contains an embedded bearer token (a live-looking secret) and is non-public source/configuration code; secrets elevate it to Highly Confidential.,"This is non-public CI/CD configuration logic, and it contains a live-looking bearer token. The embedded secret raises the classification to Highly Confidential.","This CI configuration is non-public build/deployment logic and therefore Source Code. It also contains a live-looking bearer token, which makes the document Highly Confidential.",genuine_model_error,3,FALSE,"HIGHLY_CONFIDENTIAL: Regulated data, credentials, or strategically critical information whose disclosure could cause severe legal, financial, competitive or personal harm. || SOURCE_CODE (floor CONFIDENTIAL): Non-public source code, queries, and build or configuration logic owned by the organization. Publicly licensed open-source code is NOT Source Code under this policy. Does NOT apply: Open-source code published under a public license; Code snippets in a public tutorial. || CREDENTIALS_SECRETS (floor HIGHLY_CONFIDENTIAL): Live-looking authentication material: passwords, API keys, tokens, private keys, and connection strings with embedded secrets. Does NOT apply: Placeholders such as YOUR_API_KEY_HERE; Code that reads a secret from an environment variable; Vendor-documented example keys; A description of the password-rotation policy.",HIGHLY_CONFIDENTIAL,CREDENTIALS_SECRETS;SOURCE_CODE,,,FALSE,,"A CI pipeline file with an embedded live-looking bearer token. The taxonomy defines SOURCE_CODE as ""non-public source code, queries, and build or configuration logic owned by the organization"", so build/deploy configuration is Source Code, and the token is CREDENTIALS_SECRETS. The gold is correct. The Rules stage detects the token but has no detector for pipeline YAML as code, so it misses SOURCE_CODE (level still correct). The ML model under-classifies four of the five to Confidential and misses the credential.",No label change. Rules recall gap for build/config files (already known).,FALSE,P3,AI-assisted preliminary review (not human-validated),,,,,,,,
